Overall_Portfolio_Delta,Overall_Portfolio_Vega,Overall_Portfolio_Theta,Overall_Portfolio_Gamma,Portfolio_Running_Balance
138.73005098666042,69.64739763818727,-4526.409895605338,206.96522708238285,82606287.10000001
138.73005098666042,69.64739763818727,-4526.409895605338,206.96522708238285,82606287.10000001
139.73005167908056,69.64743675300781,-4515.8242074249365,206.96523072036166,82606287.10000001
139.73005167908056,69.64743675300781,-4515.8242074249365,206.96523072036166,82606287.10000001
140.73005078388675,69.64804256369973,-4505.295804410845,206.96522981086696,82606287.10000001
141.73004847179115,69.64905172928923,-4494.824996554885,206.96522708238285,82606287.10000001
142.73004524265204,69.65025280053453,-4484.412868648049,206.96522435389875,82606287.10000001
143.73004201351293,69.65145387177984,-4474.000740741213,206.96522162541464,82606287.10000001
144.73003851234395,69.6526137939378,-4463.643337684726,206.96522162541464,82606287.10000001
145.73003534432289,69.65358002310097,-4453.345076178721,206.96522890137226,82606287.10000001
146.73003295455644,69.65417436797509,-4443.103852284195,206.96522617288815,82606287.10000001
147.73003056478998,69.6547687128492,-4432.86262838967,206.96522344440405,82606287.10000001
148.7300306191996,69.65475034196572,-4422.732761664314,206.96522162541464,82606287.10000001
149.7300306736092,69.65473197108224,-4412.602894938958,206.96521980642524,82606287.10000001
150.73003055621527,69.65445758344288,-4402.533640571911,206.96522071591994,82606287.10000001
151.73003016360823,69.65403316855884,-4392.5217703846,206.96521616844643,82606287.10000001
152.73003074161394,69.65355253607925,-4382.565662404471,206.96520798299412,82606287.10000001
152.73003074161394,69.65355253607925,-4382.565662404471,206.96520798299412,82606287.10000001
152.8335250147306,83.78747150175116,-4671.747010092098,206.9653025704431,82606287.10000001
153.8335213033774,83.78948157080742,-4660.764986891172,206.9653034799378,82606287.10000001
153.8335213033774,83.78948157080742,-4660.764986891172,206.9653034799378,82606287.10000001
154.21928240165514,91.28652695410494,-4975.055805115242,206.96538260597686,82606287.10000001
154.21928240165514,91.28652695410494,-4975.055805115242,206.96538260597686,82606287.10000001
155.03266185068284,72.7061852568346,-5125.855516411485,206.9652470912663,82606287.10000001
155.84604129971055,54.12584355956426,-5276.655227707728,206.96511157655573,82606287.10000001
156.83005695581457,48.58364610947831,-5286.090814587853,206.96506610182064,82606287.10000001
157.82916932147643,48.3832521088749,-5276.060579279297,206.96506155434713,82606287.10000001
158.8282816871383,48.18285810827149,-5266.03034397074,206.96505700687362,82606287.10000001
158.8282816871383,48.18285810827149,-5266.03034397074,206.96505700687362,82606287.10000001
159.8277980866355,48.17962055351529,-5255.283220572365,206.96506155434713,82606287.10000001
160.82731448613274,48.176382998759095,-5244.53609717399,206.96506610182064,82606287.10000001
161.82696401455402,48.1747772369323,-5233.576078942982,151.78065379803252,82606287.10000001
162.8266135429753,48.173171475105505,-5222.616060711975,96.5962414942444,82606287.10000001
163.8266068282887,48.17342996141235,-5211.581916315547,96.5962414942444,82606287.10000001
164.82643047510507,48.17249235441125,-5200.397778696631,96.5962433132338,82606287.10000001
165.8263081923819,48.171791167374636,-5189.170108678518,96.5962424037391,82606287.10000001
166.8262246485851,48.17130798730943,-5177.929192448991,96.5962433132338,82606287.10000001
167.82614110478832,48.17082480724423,-5166.688276219464,96.5962442227285,82606287.10000001
167.82614110478832,48.17082480724423,-5166.688276219464,96.5962442227285,82606287.10000001
168.82608480090354,48.17054189381963,-5155.456046547634,96.5962414942444,82606287.10000001
169.82604727626537,48.17045742413541,-5144.248053111288,96.59623967525499,82606287.10000001
170.8260097516272,48.17037295445118,-5133.040059674941,96.59623785626559,82606287.10000001
171.8259849265364,48.17188298304757,-5121.86703109187,96.59623330879208,82606287.10000001
171.8259849265364,48.17188298304757,-5121.86703109187,96.59623330879208,82606287.10000001
172.8259685727521,48.1721444502233,-5110.736140640412,96.59623694677089,82606287.10000001
173.82595789503327,48.17247446983458,-5099.65207576027,96.59623694677089,82606287.10000001
174.82594721731445,48.172804489445866,-5088.568010880129,96.59623694677089,82606287.10000001
175.82577086413082,48.17186688244476,-5077.383873261213,96.59623876576029,82606287.10000001
176.8257707000798,48.17289922768907,-5075.108060891157,96.59623785626559,82606287.10000001
