Unnamed: 0,Instrument,CF_DATE,EXPIR_DATE,PUTCALLIND,STRIKE_PRC,CF_CLOSE_x,IMP_VOLT,T,CF_CLOSE_y
145,/GDAX96000F0.EX,2020-05-14,2020-06-19,CALL,9600.0,942.9,39.74,0.0985626283367556,10337.02
140,/GDAX94500R0.EX,2020-05-14,2020-06-19,PUT ,9450.0,196.6,41.12,0.0985626283367556,10337.02
206,/GDAX111000R0.EX,2020-05-14,2020-06-19,PUT ,11100.0,880.0,26.15,0.0985626283367556,10337.02
28,/GDAX55000R0.EX,2020-05-14,2020-06-19,PUT ,5500.0,4.3,79.69,0.0985626283367556,10337.02
269,/GDAX127000F0.EX,2020-05-14,2020-06-19,CALL,12700.0,1.6,25.87,0.0985626283367556,10337.02
237,/GDAX119000F0.EX,2020-05-14,2020-06-19,CALL,11900.0,9.1,23.25,0.0985626283367556,10337.02
168,/GDAX101500R0.EX,2020-05-14,2020-06-19,PUT ,10150.0,372.5,34.46,0.0985626283367556,10337.02
227,/GDAX116500F0.EX,2020-05-14,2020-06-19,CALL,11650.0,19.1,23.33,0.0985626283367556,10337.02
234,/GDAX118000R0.EX,2020-05-14,2020-06-19,PUT ,11800.0,1496.3,23.35,0.0985626283367556,10337.02
243,/GDAX120500F0.EX,2020-05-14,2020-06-19,CALL,12050.0,6.0,23.46,0.0985626283367556,10337.02
317,/GDAX139000F0.EX,2020-05-14,2020-06-19,CALL,13900.0,0.4,31.03,0.0985626283367556,10337.02
167,/GDAX101500F0.EX,2020-05-14,2020-06-19,CALL,10150.0,539.7,34.49,0.0985626283367556,10337.02
56,/GDAX72000R0.EX,2020-05-14,2020-06-19,PUT ,7200.0,24.7,62.59,0.0985626283367556,10337.02
60,/GDAX74000R0.EX,2020-05-14,2020-06-19,PUT ,7400.0,29.9,60.82,0.0985626283367556,10337.02
175,/GDAX103500F0.EX,2020-05-14,2020-06-19,CALL,10350.0,414.5,32.57,0.0985626283367556,10337.02
64,/GDAX75500R0.EX,2020-05-14,2020-06-19,PUT ,7550.0,34.4,59.39,0.0985626283367556,10337.02
4,/GDAX36000R0.EX,2020-05-14,2020-06-19,PUT ,3600.0,0.4,102.66,0.0985626283367556,10337.02
235,/GDAX118500F0.EX,2020-05-14,2020-06-19,CALL,11850.0,10.5,23.23,0.0985626283367556,10337.02
68,/GDAX76500R0.EX,2020-05-14,2020-06-19,PUT ,7650.0,37.8,58.44,0.0985626283367556,10337.02
92,/GDAX82500R0.EX,2020-05-15,2020-06-19,PUT ,8250.0,65.1,52.55,0.0958247775496235,10465.17
94,/GDAX83000R0.EX,2020-05-15,2020-06-19,PUT ,8300.0,68.2,52.07,0.0958247775496235,10465.17
107,/GDAX86500F0.EX,2020-05-15,2020-06-19,CALL,8650.0,1762.8,48.81,0.0958247775496235,10465.17
7,/GDAX41000F0.EX,2020-05-15,2020-06-19,CALL,4100.0,6222.5,115.42,0.0958247775496235,10465.17
91,/GDAX82500F0.EX,2020-05-15,2020-06-19,CALL,8250.0,2133.7,52.81,0.0958247775496235,10465.17
90,/GDAX82000R0.EX,2020-05-15,2020-06-19,PUT ,8200.0,62.2,53.05,0.0958247775496235,10465.17
100,/GDAX84500R0.EX,2020-05-15,2020-06-19,PUT ,8450.0,78.5,50.59,0.0958247775496235,10465.17
106,/GDAX86000R0.EX,2020-05-15,2020-06-19,PUT ,8600.0,90.3,49.13,0.0958247775496235,10465.17
21,/GDAX48000F0.EX,2020-05-15,2020-06-19,CALL,4800.0,5523.2,98.39,0.0958247775496235,10465.17
9,/GDAX42000F0.EX,2020-05-15,2020-06-19,CALL,4200.0,6122.6,112.74,0.0958247775496235,10465.17
11,/GDAX43000F0.EX,2020-05-15,2020-06-19,CALL,4300.0,6022.6,110.11,0.0958247775496235,10465.17
104,/GDAX85500R0.EX,2020-05-15,2020-06-19,PUT ,8550.0,86.1,49.62,0.0958247775496235,10465.17
16,/GDAX45000R0.EX,2020-05-15,2020-06-19,PUT ,4500.0,1.3,90.41,0.0958247775496235,10465.17
103,/GDAX85500F0.EX,2020-05-15,2020-06-19,CALL,8550.0,1854.5,49.81,0.0958247775496235,10465.17
17,/GDAX46000F0.EX,2020-05-15,2020-06-19,CALL,4600.0,5722.9,102.89,0.0958247775496235,10465.17
102,/GDAX85000R0.EX,2020-05-15,2020-06-19,PUT ,8500.0,82.2,50.1,0.0958247775496235,10465.17
98,/GDAX84000R0.EX,2020-05-15,2020-06-19,PUT ,8400.0,74.9,51.08,0.0958247775496235,10465.17
23,/GDAX49000F0.EX,2020-05-15,2020-06-19,CALL,4900.0,5423.3,96.34,0.0958247775496235,10465.17
99,/GDAX84500F0.EX,2020-05-15,2020-06-19,CALL,8450.0,1946.9,50.81,0.0958247775496235,10465.17
19,/GDAX47000F0.EX,2020-05-15,2020-06-19,CALL,4700.0,5623.0,100.78,0.0958247775496235,10465.17
31,/GDAX58000F0.EX,2020-05-15,2020-06-19,CALL,5800.0,4526.4,80.47,0.0958247775496235,10465.17
66,/GDAX76000R0.EX,2020-05-15,2020-06-19,PUT ,7600.0,36.1,58.93,0.0958247775496235,10465.17
36,/GDAX61000R0.EX,2020-05-15,2020-06-19,PUT ,6100.0,8.2,73.1,0.0958247775496235,10465.17
35,/GDAX61000F0.EX,2020-05-15,2020-06-19,CALL,6100.0,4228.4,76.23,0.0958247775496235,10465.17
51,/GDAX69000F0.EX,2020-05-15,2020-06-19,CALL,6900.0,3438.0,66.49,0.0958247775496235,10465.17
50,/GDAX68000R0.EX,2020-05-15,2020-06-19,PUT ,6800.0,16.6,66.2,0.0958247775496235,10465.17
53,/GDAX70000F0.EX,2020-05-15,2020-06-19,CALL,7000.0,3339.8,65.46,0.0958247775496235,10465.17
72,/GDAX77500R0.EX,2020-05-15,2020-06-19,PUT ,7750.0,41.4,57.46,0.0958247775496235,10465.17
52,/GDAX69000R0.EX,2020-05-15,2020-06-19,PUT ,6900.0,18.4,65.28,0.0958247775496235,10465.17
54,/GDAX70000R0.EX,2020-05-15,2020-06-19,PUT ,7000.0,20.3,64.4,0.0958247775496235,10465.17
